vendor ID,vendor name,category,subcategory,strategy,refinery,additional comments,owner name
V01712,Siemens AG,Vibration Measurement Instruments,Vibration Sensors,Technology upgrade and digitalization program,Baytown Refinery,Select based on life-cycle cost rather than upfront price.,Carlos Fernandez
V01713,KROHNE,Level Instruments,Radar Level Sensors,Bulk purchasing for volume discounts,Baytown Refinery,Ensure compatibility with existing control system infrastructure.,Carlos Fernandez
V01714,Keysight Technologies,Analytical Instruments,pH Meters,Performance-based maintenance contract,Baytown Refinery,Preference for suppliers with local service centers.,Lena Müller
V01715,General Electric (GE),Flow Instruments,Mass Flow Meters,Risk mitigation through multi-year contracts,Baton Rouge Refinery,Equipment is subject to harsh conditions; require rugged design.,Rahul Iyer
V01716,Mettler-Toledo,Pressure Instruments,Pressure Gauges,Bulk purchasing for volume discounts,Baton Rouge Refinery,Critical for process safety; ensure regular calibration.,Megan Chen
V01717,Schneider Electric,Control Valves,Needle Valves,Technology upgrade and digitalization program,Baton Rouge Refinery,Select based on life-cycle cost rather than upfront price.,Rahul Iyer
V01718,Valmet,Safety Instruments,Emergency Shutdown Systems,Dual sourcing with local backup vendor,Port Arthur Refinery,Vendor provides robust after-sales support and technical training.,Lena Müller
V01719,"Siemens Industry, Inc.",Level Instruments,Ultrasonic Level Sensors,Bulk purchasing for volume discounts,Baton Rouge Refinery,Part of plant modernization project; coordinate with engineering.,Aisha Patel
V01720,Bruker Corporation,Pressure Instruments,Pressure Gauges,Performance-based maintenance contract,Martinez Refinery,Critical for process safety; ensure regular calibration.,Carlos Fernandez
V01721,Hach Company,Pressure Instruments,Pressure Transmitters,Spend analysis and cost optimization,Baytown Refinery,Critical for process safety; ensure regular calibration.,Lena Müller
V01722,National Instruments,Temperature Instruments,Infrared Sensors,Consignment stock and vendor-managed inventory,Whiting Refinery,Compliance with API and ASTM standards is mandatory.,Megan Chen
V01723,Hach Company,Pressure Instruments,Pressure Gauges,Leveraging spend for volume discounts,Whiting Refinery,Vendor to assist with installation and commissioning.,Carlos Fernandez
V01724,Kistler Instruments,Vibration Measurement Instruments,Accelerometers,Dual sourcing with local backup vendor,Martinez Refinery,Equipment is subject to harsh conditions; require rugged design.,Aisha Patel
V01725,Endress+Hauser Group,Temperature Instruments,Thermocouples,Standardization and bundling of similar items,Martinez Refinery,Vendor to assist with installation and commissioning.,Aisha Patel
V01726,WIKA Instrument,Control Valves,Globe Valves,On-site vendor support and training,Baytown Refinery,Maintain alignment with corporate purchasing agreements.,Rahul Iyer
V01727,Dräger Safety,Test & Measurement Equipment,Digital Multimeters,Dual sourcing with local backup vendor,Whiting Refinery,Critical for process safety; ensure regular calibration.,Lena Müller
V01728,Rohde & Schwarz,Pressure Instruments,Pressure Gauges,Long-term partnership with global supplier,Port Arthur Refinery,Part of plant modernization project; coordinate with engineering.,Megan Chen
V01729,Dräger Safety,Flow Instruments,Turbine Flow Meters,Bulk purchasing for volume discounts,Baytown Refinery,Vendor to assist with installation and commissioning.,Lena Müller
V01730,Yokogawa Corporation of America,Flow Instruments,Magnetic Flow Meters,Bulk purchasing for volume discounts,Baton Rouge Refinery,Vendor provides robust after-sales support and technical training.,Rahul Iyer
V01731,ABB Ltd.,Signal Conditioning,Signal Converters,Framework agreement for multi-site supply,Port Arthur Refinery,Consider energy efficiency and sustainability in selection.,Carlos Fernandez
V01732,Siemens AG,Signal Conditioning,Signal Converters,Supplier development and collaboration,Baytown Refinery,Include remote monitoring capabilities and IoT integration.,Carlos Fernandez
V01733,Rockwell Automation,Signal Conditioning,Filters,Dual sourcing with local backup vendor,Baton Rouge Refinery,Preference for suppliers with local service centers.,Megan Chen
V01734,Rockwell Automation,Control Valves,Globe Valves,Standardization and bundling of similar items,Baton Rouge Refinery,Maintain alignment with corporate purchasing agreements.,Aisha Patel
V01735,General Electric (GE),Safety Instruments,Emergency Shutdown Systems,Consignment stock and vendor-managed inventory,Baytown Refinery,Critical for process safety; ensure regular calibration.,Rahul Iyer
V01736,Omega Engineering,Flow Instruments,Turbine Flow Meters,Long-term partnership with global supplier,Baytown Refinery,Select based on life-cycle cost rather than upfront price.,Aisha Patel
V01737,Emerson Electric Co.,Pressure Instruments,Pressure Gauges,Framework agreement for multi-site supply,Baytown Refinery,Ensure compatibility with existing control system infrastructure.,Lena Müller
V01738,Mettler-Toledo,Control Valves,Butterfly Valves,Risk mitigation through multi-year contracts,Martinez Refinery,Requires high accuracy; consider upgrading to digital models.,Aisha Patel
V01739,Fisher Controls (Emerson),Control Valves,Ball Valves,On-site vendor support and training,Martinez Refinery,High criticality; maintain redundancy and spare parts inventory.,Carlos Fernandez
V01740,Keysight Technologies,Signal Conditioning,Filters,Standardization and bundling of similar items,Martinez Refinery,Vendor to assist with installation and commissioning.,Megan Chen
V01741,Endress+Hauser Group,Flow Instruments,Turbine Flow Meters,Framework agreement for multi-site supply,Baytown Refinery,Maintain alignment with corporate purchasing agreements.,Carlos Fernandez
V01742,Emerson Electric Co.,Pressure Instruments,Pressure Switches,Supplier development and collaboration,Port Arthur Refinery,Part of plant modernization project; coordinate with engineering.,Rahul Iyer
V01743,Dräger Safety,Signal Conditioning,Filters,Risk mitigation through multi-year contracts,Baytown Refinery,Ensure compatibility with existing control system infrastructure.,Lena Müller
V01744,Kistler Group,Analytical Instruments,Conductivity Meters,Spend analysis and cost optimization,Baytown Refinery,Select based on life-cycle cost rather than upfront price.,Lena Müller
V01745,Omega Engineering,Level Instruments,Radar Level Sensors,Spend analysis and cost optimization,Martinez Refinery,Critical for process safety; ensure regular calibration.,Carlos Fernandez
V01746,Endress+Hauser Group,Signal Conditioning,Signal Converters,Spend analysis and cost optimization,Baytown Refinery,Part of plant modernization project; coordinate with engineering.,Aisha Patel
V01747,National Instruments,Safety Instruments,Gas Detectors,Consignment stock and vendor-managed inventory,Baytown Refinery,High criticality; maintain redundancy and spare parts inventory.,Rahul Iyer
V01748,Bruker Corporation,Flow Instruments,Mass Flow Meters,Standardization and bundling of similar items,Port Arthur Refinery,Consider energy efficiency and sustainability in selection.,Rahul Iyer
V01749,Schneider Electric,Pressure Instruments,Pressure Gauges,Technology upgrade and digitalization program,Port Arthur Refinery,Vendor to assist with installation and commissioning.,Rahul Iyer
V01750,Agilent Technologies,Test & Measurement Equipment,Oscilloscopes,Long-term partnership with global supplier,Baytown Refinery,Requires high accuracy; consider upgrading to digital models.,Lena Müller
V01751,Kistler Instruments,Flow Instruments,Mass Flow Meters,Sustainability and green procurement focus,Baytown Refinery,Select based on life-cycle cost rather than upfront price.,Carlos Fernandez
V01752,ABB Ltd.,Vibration Measurement Instruments,Vibration Sensors,Life-cycle cost evaluation and optimization,Martinez Refinery,Equipment is subject to harsh conditions; require rugged design.,Aisha Patel
V01753,Endress+Hauser,Safety Instruments,Emergency Shutdown Systems,Life-cycle cost evaluation and optimization,Martinez Refinery,Critical for process safety; ensure regular calibration.,Rahul Iyer
V01754,Hach Company,Signal Conditioning,Transmitters,Technology upgrade and digitalization program,Baytown Refinery,Preference for suppliers with local service centers.,Lena Müller
V01755,Emerson Electric Co.,Control Valves,Butterfly Valves,Performance-based maintenance contract,Baton Rouge Refinery,Consider energy efficiency and sustainability in selection.,Aisha Patel
V01756,Honeywell International,Analytical Instruments,Spectrophotometers,Dual sourcing with local backup vendor,Martinez Refinery,Include remote monitoring capabilities and IoT integration.,Lena Müller
V01757,VEGA Grieshaber,Analytical Instruments,Spectrophotometers,Performance-based maintenance contract,Martinez Refinery,Preference for suppliers with local service centers.,Rahul Iyer
V01758,Fluke Corporation,Level Instruments,Radar Level Sensors,Long-term partnership with global supplier,Whiting Refinery,Vendor provides robust after-sales support and technical training.,Lena Müller
V01759,Hach Company,Analytical Instruments,pH Meters,Dual sourcing with local backup vendor,Whiting Refinery,Preference for suppliers with local service centers.,Rahul Iyer
V01760,Hach Company,Flow Instruments,Mass Flow Meters,Long-term partnership with global supplier,Whiting Refinery,Requires high accuracy; consider upgrading to digital models.,Rahul Iyer
V01761,Agilent Technologies,Flow Instruments,Mass Flow Meters,Standardization and bundling of similar items,Martinez Refinery,High criticality; maintain redundancy and spare parts inventory.,Rahul Iyer
V01762,Emerson Electric Co.,Temperature Instruments,Thermocouples,Supplier development and collaboration,Port Arthur Refinery,Compliance with API and ASTM standards is mandatory.,Lena Müller
V01763,Siemens AG,Temperature Instruments,RTDs,Performance-based maintenance contract,Whiting Refinery,Select based on life-cycle cost rather than upfront price.,Rahul Iyer
V01764,Rockwell Automation,Flow Instruments,Mass Flow Meters,Technology upgrade and digitalization program,Port Arthur Refinery,Ensure compatibility with existing control system infrastructure.,Megan Chen
V01765,Bruker Corporation,Temperature Instruments,Thermistors,Supplier development and collaboration,Baytown Refinery,Requires high accuracy; consider upgrading to digital models.,Megan Chen
V01766,Honeywell International,Control Valves,Butterfly Valves,Leveraging spend for volume discounts,Baton Rouge Refinery,Select based on life-cycle cost rather than upfront price.,Megan Chen
V01767,Endress+Hauser,Level Instruments,Radar Level Sensors,Spend analysis and cost optimization,Martinez Refinery,Equipment is subject to harsh conditions; require rugged design.,Aisha Patel
V01768,National Instruments,Vibration Measurement Instruments,Vibration Analyzers,Sustainability and green procurement focus,Baytown Refinery,Preference for suppliers with local service centers.,Lena Müller
V01769,Yokogawa Corporation,Temperature Instruments,RTDs,Dual sourcing with local backup vendor,Baton Rouge Refinery,Compliance with API and ASTM standards is mandatory.,Aisha Patel
V01770,Siemens AG,Signal Conditioning,Filters,Framework agreement for multi-site supply,Martinez Refinery,Include remote monitoring capabilities and IoT integration.,Aisha Patel
V01771,Yokogawa Corporation,Vibration Measurement Instruments,Accelerometers,Life-cycle cost evaluation and optimization,Baytown Refinery,Critical for process safety; ensure regular calibration.,Lena Müller
V01772,Endress+Hauser Group,Analytical Instruments,pH Meters,Spend analysis and cost optimization,Whiting Refinery,Consider energy efficiency and sustainability in selection.,Megan Chen
V01773,Hach Company,Signal Conditioning,Transmitters,Sustainability and green procurement focus,Martinez Refinery,Vendor to assist with installation and commissioning.,Lena Müller
V01774,Valmet,Level Instruments,Capacitance Level Sensors,Risk mitigation through multi-year contracts,Martinez Refinery,Requires high accuracy; consider upgrading to digital models.,Carlos Fernandez
V01775,Honeywell International,Control Valves,Ball Valves,Long-term partnership with global supplier,Port Arthur Refinery,Part of plant modernization project; coordinate with engineering.,Lena Müller
V01776,VEGA Grieshaber,Temperature Instruments,Infrared Sensors,Bulk purchasing for volume discounts,Port Arthur Refinery,Requires high accuracy; consider upgrading to digital models.,Carlos Fernandez
V01777,Yokogawa Corporation of America,Flow Instruments,Mass Flow Meters,Consignment stock and vendor-managed inventory,Martinez Refinery,Long lead times expected; maintain minimum stock levels.,Rahul Iyer
V01778,Endress+Hauser,Analytical Instruments,Spectrophotometers,Dual sourcing with local backup vendor,Port Arthur Refinery,Include remote monitoring capabilities and IoT integration.,Lena Müller
V01779,Schneider Electric,Vibration Measurement Instruments,Vibration Sensors,Supplier development and collaboration,Port Arthur Refinery,Part of plant modernization project; coordinate with engineering.,Carlos Fernandez
V01780,Schneider Electric,Signal Conditioning,Transmitters,Supplier development and collaboration,Whiting Refinery,Maintain alignment with corporate purchasing agreements.,Megan Chen
V01781,Kistler Group,Temperature Instruments,Infrared Sensors,Risk mitigation through multi-year contracts,Baton Rouge Refinery,High criticality; maintain redundancy and spare parts inventory.,Carlos Fernandez
V01782,Fluke Corporation,Signal Conditioning,Filters,Risk mitigation through multi-year contracts,Baton Rouge Refinery,Part of plant modernization project; coordinate with engineering.,Carlos Fernandez
V01783,ABB Ltd.,Level Instruments,Radar Level Sensors,On-site vendor support and training,Baton Rouge Refinery,Consider energy efficiency and sustainability in selection.,Lena Müller
V01784,Omega Engineering,Signal Conditioning,Transmitters,Risk mitigation through multi-year contracts,Martinez Refinery,Select based on life-cycle cost rather than upfront price.,Megan Chen
V01785,Hach Company,Temperature Instruments,Infrared Sensors,Sustainability and green procurement focus,Baytown Refinery,Consider energy efficiency and sustainability in selection.,Rahul Iyer
V01786,Honeywell International,Analytical Instruments,Dissolved Oxygen Meters,Leveraging spend for volume discounts,Whiting Refinery,Maintain alignment with corporate purchasing agreements.,Aisha Patel
V01787,Fluke Corporation,Temperature Instruments,Thermistors,Spend analysis and cost optimization,Baton Rouge Refinery,Ensure compatibility with existing control system infrastructure.,Rahul Iyer
V01788,Hach Company,Test & Measurement Equipment,Data Acquisition Systems,Supplier development and collaboration,Martinez Refinery,Include remote monitoring capabilities and IoT integration.,Megan Chen
V01789,Siemens AG,Level Instruments,Ultrasonic Level Sensors,Sustainability and green procurement focus,Martinez Refinery,Long lead times expected; maintain minimum stock levels.,Carlos Fernandez
V01790,ABB Ltd.,Analytical Instruments,pH Meters,Technology upgrade and digitalization program,Martinez Refinery,Ensure compatibility with existing control system infrastructure.,Aisha Patel
V01791,Fluke Corporation,Pressure Instruments,Pressure Transmitters,Leveraging spend for volume discounts,Baytown Refinery,Equipment is subject to harsh conditions; require rugged design.,Rahul Iyer
V01792,Emerson Electric Co.,Pressure Instruments,Pressure Gauges,Framework agreement for multi-site supply,Baytown Refinery,Long lead times expected; maintain minimum stock levels.,Lena Müller
V01793,Fisher Controls (Emerson),Vibration Measurement Instruments,Vibration Sensors,Sustainability and green procurement focus,Baytown Refinery,Vendor to assist with installation and commissioning.,Aisha Patel
V01794,Rohde & Schwarz,Test & Measurement Equipment,Oscilloscopes,Framework agreement for multi-site supply,Whiting Refinery,Equipment is subject to harsh conditions; require rugged design.,Lena Müller
V01795,Yokogawa Corporation,Pressure Instruments,Pressure Switches,Long-term partnership with global supplier,Port Arthur Refinery,Maintain alignment with corporate purchasing agreements.,Carlos Fernandez
V01796,Siemens AG,Analytical Instruments,Dissolved Oxygen Meters,Leveraging spend for volume discounts,Baytown Refinery,High criticality; maintain redundancy and spare parts inventory.,Lena Müller
V01797,Siemens AG,Flow Instruments,Magnetic Flow Meters,Technology upgrade and digitalization program,Martinez Refinery,Long lead times expected; maintain minimum stock levels.,Aisha Patel
V01798,Yokogawa Corporation of America,Vibration Measurement Instruments,Vibration Analyzers,Leveraging spend for volume discounts,Port Arthur Refinery,Vendor to assist with installation and commissioning.,Megan Chen
V01799,Mettler-Toledo,Signal Conditioning,Filters,On-site vendor support and training,Martinez Refinery,Compliance with API and ASTM standards is mandatory.,Megan Chen
V01800,National Instruments,Vibration Measurement Instruments,Vibration Analyzers,Consignment stock and vendor-managed inventory,Whiting Refinery,Critical for process safety; ensure regular calibration.,Rahul Iyer
V01801,Hach Company,Control Valves,Butterfly Valves,Dual sourcing with local backup vendor,Baytown Refinery,Critical for process safety; ensure regular calibration.,Megan Chen
V01802,Valmet,Vibration Measurement Instruments,Accelerometers,Performance-based maintenance contract,Whiting Refinery,High criticality; maintain redundancy and spare parts inventory.,Megan Chen
V01803,Fisher Controls (Emerson),Level Instruments,Capacitance Level Sensors,Leveraging spend for volume discounts,Baytown Refinery,High criticality; maintain redundancy and spare parts inventory.,Lena Müller
V01804,Emerson Electric Co.,Signal Conditioning,Signal Converters,Technology upgrade and digitalization program,Port Arthur Refinery,Requires high accuracy; consider upgrading to digital models.,Aisha Patel
V01805,ABB Ltd.,Safety Instruments,Fire & Gas Detectors,Sustainability and green procurement focus,Martinez Refinery,Part of plant modernization project; coordinate with engineering.,Lena Müller
V01806,Endress+Hauser Group,Signal Conditioning,Transmitters,Dual sourcing with local backup vendor,Port Arthur Refinery,Requires high accuracy; consider upgrading to digital models.,Rahul Iyer
V01807,Keysight Technologies,Temperature Instruments,Infrared Sensors,Leveraging spend for volume discounts,Port Arthur Refinery,Vendor to assist with installation and commissioning.,Rahul Iyer
V01808,Yokogawa Corporation of America,Vibration Measurement Instruments,Accelerometers,Standardization and bundling of similar items,Baton Rouge Refinery,Maintain alignment with corporate purchasing agreements.,Aisha Patel
V01809,Honeywell International,Level Instruments,Float Switches,Framework agreement for multi-site supply,Martinez Refinery,Critical for process safety; ensure regular calibration.,Rahul Iyer
V01810,Kistler Instruments,Signal Conditioning,Filters,Standardization and bundling of similar items,Martinez Refinery,Vendor to assist with installation and commissioning.,Rahul Iyer
V01811,KROHNE,Vibration Measurement Instruments,Portable Vibrometers,Long-term partnership with global supplier,Martinez Refinery,Part of plant modernization project; coordinate with engineering.,Megan Chen
V01812,Omega Engineering,Vibration Measurement Instruments,Vibration Analyzers,Bulk purchasing for volume discounts,Port Arthur Refinery,Ensure compatibility with existing control system infrastructure.,Aisha Patel
V01813,Endress+Hauser Group,Control Valves,Ball Valves,Leveraging spend for volume discounts,Martinez Refinery,Maintain alignment with corporate purchasing agreements.,Carlos Fernandez
V01814,KROHNE,Test & Measurement Equipment,Function Generators,Risk mitigation through multi-year contracts,Baton Rouge Refinery,Long lead times expected; maintain minimum stock levels.,Rahul Iyer
V01815,Dräger Safety,Temperature Instruments,Thermocouples,Supplier development and collaboration,Martinez Refinery,Critical for process safety; ensure regular calibration.,Rahul Iyer
V01816,Rockwell Automation,Signal Conditioning,Transmitters,Consignment stock and vendor-managed inventory,Baytown Refinery,Long lead times expected; maintain minimum stock levels.,Aisha Patel
V01817,Yokogawa Electric Corporation,Signal Conditioning,Transmitters,Leveraging spend for volume discounts,Martinez Refinery,Include remote monitoring capabilities and IoT integration.,Lena Müller
V01818,Yokogawa Corporation of America,Control Valves,Globe Valves,Supplier development and collaboration,Port Arthur Refinery,Compliance with API and ASTM standards is mandatory.,Lena Müller
V01819,Kistler Instruments,Test & Measurement Equipment,Data Acquisition Systems,Performance-based maintenance contract,Baton Rouge Refinery,Ensure compatibility with existing control system infrastructure.,Carlos Fernandez
V01820,Kistler Group,Pressure Instruments,Pressure Transmitters,Leveraging spend for volume discounts,Martinez Refinery,Vendor provides robust after-sales support and technical training.,Carlos Fernandez
V01821,"Siemens Industry, Inc.",Control Valves,Butterfly Valves,Leveraging spend for volume discounts,Baytown Refinery,Compliance with API and ASTM standards is mandatory.,Lena Müller
V01822,VEGA Grieshaber,Safety Instruments,Fire & Gas Detectors,Performance-based maintenance contract,Whiting Refinery,Vendor provides robust after-sales support and technical training.,Carlos Fernandez
V01823,Mettler-Toledo,Safety Instruments,Safety Valves,Leveraging spend for volume discounts,Baton Rouge Refinery,Maintain alignment with corporate purchasing agreements.,Aisha Patel
V01824,Agilent Technologies,Signal Conditioning,Filters,Framework agreement for multi-site supply,Baytown Refinery,Long lead times expected; maintain minimum stock levels.,Aisha Patel
V01825,Valmet,Temperature Instruments,Thermocouples,Dual sourcing with local backup vendor,Martinez Refinery,Long lead times expected; maintain minimum stock levels.,Carlos Fernandez
V01826,Valmet,Safety Instruments,Gas Detectors,Performance-based maintenance contract,Baton Rouge Refinery,Preference for suppliers with local service centers.,Lena Müller
V01827,Omega Engineering,Test & Measurement Equipment,Oscilloscopes,Framework agreement for multi-site supply,Baton Rouge Refinery,Include remote monitoring capabilities and IoT integration.,Aisha Patel
V01828,ABB Ltd.,Safety Instruments,Fire & Gas Detectors,Life-cycle cost evaluation and optimization,Baton Rouge Refinery,High criticality; maintain redundancy and spare parts inventory.,Carlos Fernandez
V01829,Mettler-Toledo,Analytical Instruments,Spectrophotometers,Bulk purchasing for volume discounts,Baton Rouge Refinery,Part of plant modernization project; coordinate with engineering.,Carlos Fernandez
V01830,General Electric (GE),Pressure Instruments,Pressure Switches,Life-cycle cost evaluation and optimization,Martinez Refinery,Ensure compatibility with existing control system infrastructure.,Lena Müller
V01831,Rockwell Automation,Signal Conditioning,Filters,Framework agreement for multi-site supply,Whiting Refinery,Ensure compatibility with existing control system infrastructure.,Rahul Iyer
V01832,Yokogawa Electric Corporation,Test & Measurement Equipment,Function Generators,Supplier development and collaboration,Martinez Refinery,Compliance with API and ASTM standards is mandatory.,Lena Müller
V01833,Dräger Safety,Vibration Measurement Instruments,Accelerometers,Risk mitigation through multi-year contracts,Port Arthur Refinery,Vendor provides robust after-sales support and technical training.,Aisha Patel
V01834,"Siemens Industry, Inc.",Analytical Instruments,pH Meters,Technology upgrade and digitalization program,Baton Rouge Refinery,Requires high accuracy; consider upgrading to digital models.,Rahul Iyer
V01835,Yokogawa Electric Corporation,Temperature Instruments,Thermocouples,Life-cycle cost evaluation and optimization,Baytown Refinery,Vendor provides robust after-sales support and technical training.,Lena Müller
V01836,WIKA Instrument,Analytical Instruments,pH Meters,Standardization and bundling of similar items,Martinez Refinery,Equipment is subject to harsh conditions; require rugged design.,Rahul Iyer
V01837,Schneider Electric,Safety Instruments,Gas Detectors,Life-cycle cost evaluation and optimization,Baytown Refinery,Part of plant modernization project; coordinate with engineering.,Carlos Fernandez
V01838,Emerson Electric Co.,Analytical Instruments,Spectrophotometers,Technology upgrade and digitalization program,Baytown Refinery,Equipment is subject to harsh conditions; require rugged design.,Aisha Patel
V01839,Dräger Safety,Flow Instruments,Turbine Flow Meters,Framework agreement for multi-site supply,Port Arthur Refinery,Include remote monitoring capabilities and IoT integration.,Rahul Iyer
V01840,"Siemens Industry, Inc.",Safety Instruments,Fire & Gas Detectors,Long-term partnership with global supplier,Baton Rouge Refinery,Ensure compatibility with existing control system infrastructure.,Rahul Iyer
V01841,Rohde & Schwarz,Vibration Measurement Instruments,Vibration Analyzers,Spend analysis and cost optimization,Port Arthur Refinery,Vendor to assist with installation and commissioning.,Lena Müller
V01842,Fluke Corporation,Safety Instruments,Safety Valves,Dual sourcing with local backup vendor,Baytown Refinery,Preference for suppliers with local service centers.,Rahul Iyer
V01843,Mettler-Toledo,Pressure Instruments,Differential Pressure Transmitters,Technology upgrade and digitalization program,Port Arthur Refinery,Maintain alignment with corporate purchasing agreements.,Carlos Fernandez
V01844,Schneider Electric,Level Instruments,Radar Level Sensors,Performance-based maintenance contract,Baton Rouge Refinery,Select based on life-cycle cost rather than upfront price.,Aisha Patel
V01845,Yokogawa Corporation,Signal Conditioning,Filters,Spend analysis and cost optimization,Baton Rouge Refinery,Ensure compatibility with existing control system infrastructure.,Aisha Patel
V01846,Keysight Technologies,Signal Conditioning,Transmitters,Spend analysis and cost optimization,Baytown Refinery,Vendor to assist with installation and commissioning.,Carlos Fernandez
V01847,Fisher Controls (Emerson),Test & Measurement Equipment,Digital Multimeters,Life-cycle cost evaluation and optimization,Port Arthur Refinery,Part of plant modernization project; coordinate with engineering.,Megan Chen
V01848,National Instruments,Vibration Measurement Instruments,Vibration Analyzers,Life-cycle cost evaluation and optimization,Whiting Refinery,Requires high accuracy; consider upgrading to digital models.,Carlos Fernandez
V01849,Endress+Hauser,Level Instruments,Float Switches,Long-term partnership with global supplier,Port Arthur Refinery,Maintain alignment with corporate purchasing agreements.,Aisha Patel
V01850,Mettler-Toledo,Control Valves,Butterfly Valves,Framework agreement for multi-site supply,Port Arthur Refinery,Consider energy efficiency and sustainability in selection.,Aisha Patel
V01851,Yokogawa Corporation,Analytical Instruments,Conductivity Meters,Sustainability and green procurement focus,Baytown Refinery,Include remote monitoring capabilities and IoT integration.,Carlos Fernandez
V01852,National Instruments,Pressure Instruments,Pressure Gauges,Standardization and bundling of similar items,Whiting Refinery,Compliance with API and ASTM standards is mandatory.,Megan Chen
V01853,Endress+Hauser,Flow Instruments,Turbine Flow Meters,Life-cycle cost evaluation and optimization,Baton Rouge Refinery,Preference for suppliers with local service centers.,Megan Chen
V01854,Rohde & Schwarz,Test & Measurement Equipment,Function Generators,Spend analysis and cost optimization,Whiting Refinery,Equipment is subject to harsh conditions; require rugged design.,Lena Müller
V01855,Dräger Safety,Safety Instruments,Gas Detectors,Performance-based maintenance contract,Baytown Refinery,Consider energy efficiency and sustainability in selection.,Carlos Fernandez
V01856,Omega Engineering,Flow Instruments,Ultrasonic Flow Meters,Performance-based maintenance contract,Port Arthur Refinery,Requires high accuracy; consider upgrading to digital models.,Aisha Patel
V01857,Kistler Instruments,Control Valves,Globe Valves,Sustainability and green procurement focus,Baton Rouge Refinery,Equipment is subject to harsh conditions; require rugged design.,Rahul Iyer
V01858,Omega Engineering,Test & Measurement Equipment,Oscilloscopes,Risk mitigation through multi-year contracts,Port Arthur Refinery,Vendor provides robust after-sales support and technical training.,Rahul Iyer
V01859,Endress+Hauser Group,Control Valves,Butterfly Valves,Framework agreement for multi-site supply,Whiting Refinery,Vendor provides robust after-sales support and technical training.,Carlos Fernandez
V01860,VEGA Grieshaber,Temperature Instruments,RTDs,Spend analysis and cost optimization,Martinez Refinery,Long lead times expected; maintain minimum stock levels.,Megan Chen
V01861,"Siemens Industry, Inc.",Level Instruments,Capacitance Level Sensors,Life-cycle cost evaluation and optimization,Baytown Refinery,High criticality; maintain redundancy and spare parts inventory.,Aisha Patel
V01862,Keysight Technologies,Vibration Measurement Instruments,Accelerometers,Spend analysis and cost optimization,Whiting Refinery,Vendor to assist with installation and commissioning.,Carlos Fernandez
V01863,Mettler-Toledo,Control Valves,Ball Valves,Consignment stock and vendor-managed inventory,Martinez Refinery,Preference for suppliers with local service centers.,Lena Müller
V01864,ABB Ltd.,Temperature Instruments,Thermistors,On-site vendor support and training,Whiting Refinery,Critical for process safety; ensure regular calibration.,Rahul Iyer
V01865,Fluke Corporation,Analytical Instruments,Dissolved Oxygen Meters,Long-term partnership with global supplier,Baton Rouge Refinery,Compliance with API and ASTM standards is mandatory.,Rahul Iyer
V01866,Schneider Electric,Analytical Instruments,pH Meters,Long-term partnership with global supplier,Baytown Refinery,Consider energy efficiency and sustainability in selection.,Lena Müller
V01867,Rohde & Schwarz,Test & Measurement Equipment,Digital Multimeters,Standardization and bundling of similar items,Whiting Refinery,Critical for process safety; ensure regular calibration.,Lena Müller
V01868,Keysight Technologies,Signal Conditioning,Amplifiers,Dual sourcing with local backup vendor,Baytown Refinery,Vendor to assist with installation and commissioning.,Rahul Iyer
V01869,Yokogawa Corporation,Test & Measurement Equipment,Data Acquisition Systems,Life-cycle cost evaluation and optimization,Baytown Refinery,Maintain alignment with corporate purchasing agreements.,Rahul Iyer
V01870,Endress+Hauser,Safety Instruments,Emergency Shutdown Systems,Supplier development and collaboration,Baton Rouge Refinery,High criticality; maintain redundancy and spare parts inventory.,Megan Chen
V01871,KROHNE,Safety Instruments,Emergency Shutdown Systems,Standardization and bundling of similar items,Whiting Refinery,Vendor to assist with installation and commissioning.,Lena Müller
V01872,Valmet,Safety Instruments,Emergency Shutdown Systems,Consignment stock and vendor-managed inventory,Whiting Refinery,Select based on life-cycle cost rather than upfront price.,Megan Chen
V01873,General Electric (GE),Vibration Measurement Instruments,Vibration Sensors,Standardization and bundling of similar items,Port Arthur Refinery,Requires high accuracy; consider upgrading to digital models.,Megan Chen
V01874,Yokogawa Corporation,Safety Instruments,Emergency Shutdown Systems,Bulk purchasing for volume discounts,Baton Rouge Refinery,Select based on life-cycle cost rather than upfront price.,Rahul Iyer
V01875,"Siemens Industry, Inc.",Temperature Instruments,Thermistors,Consignment stock and vendor-managed inventory,Baton Rouge Refinery,Include remote monitoring capabilities and IoT integration.,Carlos Fernandez
V01876,Yokogawa Corporation,Safety Instruments,Safety Valves,On-site vendor support and training,Baton Rouge Refinery,Compliance with API and ASTM standards is mandatory.,Aisha Patel
V01877,Yokogawa Electric Corporation,Vibration Measurement Instruments,Vibration Sensors,Bulk purchasing for volume discounts,Whiting Refinery,Critical for process safety; ensure regular calibration.,Aisha Patel
V01878,Schneider Electric,Pressure Instruments,Pressure Transmitters,Long-term partnership with global supplier,Whiting Refinery,Requires high accuracy; consider upgrading to digital models.,Megan Chen
V01879,VEGA Grieshaber,Temperature Instruments,Thermistors,Leveraging spend for volume discounts,Port Arthur Refinery,Vendor to assist with installation and commissioning.,Lena Müller
V01880,Valmet,Pressure Instruments,Pressure Transmitters,Life-cycle cost evaluation and optimization,Whiting Refinery,Maintain alignment with corporate purchasing agreements.,Rahul Iyer
